operation,person,type,FO,region,amount,month
Внесение,ФЛ,Нерезидент,ПФО,Саратовская область,,Октябрь
Выдача,ФЛ,Нерезидент,ПФО,Саратовская область,,Октябрь
Внесение,ФЛ,Резидент,ПФО,Саратовская область,47952,Октябрь
Выдача,ФЛ,Резидент,ПФО,Саратовская область,249805,Октябрь
Внесение,ЮЛ,Резидент,ПФО,Саратовская область,18454,Октябрь
Выдача,ЮЛ,Резидент,ПФО,Саратовская область,178304,Октябрь
Внесение,ФЛ,Нерезидент,ПФО,Республика Татарстан,,Октябрь
Выдача,ФЛ,Нерезидент,ПФО,Республика Татарстан,937,Октябрь
Внесение,ФЛ,Резидент,ПФО,Республика Татарстан,59184,Октябрь
Выдача,ФЛ,Резидент,ПФО,Республика Татарстан,668695,Октябрь
Внесение,ЮЛ,Резидент,ПФО,Республика Татарстан,36090,Октябрь
Выдача,ЮЛ,Резидент,ПФО,Республика Татарстан,34051,Октябрь
Внесение,ФЛ,Нерезидент,ПФО,Удмуртская Республика,,Октябрь
Выдача,ФЛ,Нерезидент,ПФО,Удмуртская Республика,,Октябрь
Внесение,ФЛ,Резидент,ПФО,Удмуртская Республика,6952,Октябрь
Выдача,ФЛ,Резидент,ПФО,Удмуртская Республика,707316,Октябрь
Внесение,ЮЛ,Резидент,ПФО,Удмуртская Республика,4857,Октябрь
Выдача,ЮЛ,Резидент,ПФО,Удмуртская Республика,277787,Октябрь
Внесение,ФЛ,Нерезидент,ПФО,Ульяновская область,,Октябрь
Выдача,ФЛ,Нерезидент,ПФО,Ульяновская область,,Октябрь
Внесение,ФЛ,Резидент,ПФО,Ульяновская область,83557,Октябрь
Выдача,ФЛ,Резидент,ПФО,Ульяновская область,467870,Октябрь
Внесение,ЮЛ,Резидент,ПФО,Ульяновская область,39853,Октябрь
Выдача,ЮЛ,Резидент,ПФО,Ульяновская область,217360,Октябрь
Внесение,ФЛ,Нерезидент,ПФО,Чувашская Республика,,Октябрь
Выдача,ФЛ,Нерезидент,ПФО,Чувашская Республика,,Октябрь
Внесение,ФЛ,Резидент,ПФО,Чувашская Республика,48827,Октябрь
Выдача,ФЛ,Резидент,ПФО,Чувашская Республика,15087,Октябрь
Внесение,ЮЛ,Резидент,ПФО,Чувашская Республика,77305,Октябрь
Выдача,ЮЛ,Резидент,ПФО,Чувашская Республика,151406,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Архангельская область,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Архангельская область,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Архангельская область,4679,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Архангельская область,821895,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Архангельская область,146460,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Архангельская область,219316,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Вологодская область,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Вологодская область,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Вологодская область,39181,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Вологодская область,484253,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Вологодская область,1556892,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Вологодская область,342563,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Калининградская область,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Калининградская область,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Калининградская область,93698,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Калининградская область,786518,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Калининградская область,943363,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Калининградская область,360995,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Республика Карелия,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Республика Карелия,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Республика Карелия,6750,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Республика Карелия,667307,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Республика Карелия,312267,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Республика Карелия,136592,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Республика Коми,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Республика Коми,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Республика Коми,58234,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Республика Коми,6953905,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Республика Коми,417961,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Республика Коми,43757,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Ленинградская область,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Ленинградская область,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Ленинградская область,76754,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Ленинградская область,3809394,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Ленинградская область,43169,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Ленинградская область,1649948,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Мурманская область,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Мурманская область,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Мурманская область,39160,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Мурманская область,19576,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Мурманская область,47884,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Мурманская область,434483,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Ненецкий авт.округ,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Ненецкий авт.округ,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Ненецкий авт.округ,96002,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Ненецкий авт.округ,794941,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Ненецкий авт.округ,92862,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Ненецкий авт.округ,327650,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Новгородская область,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Новгородская область,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Новгородская область,5486,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Новгородская область,550104,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Новгородская область,13062,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Новгородская область,102079,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Псковская область,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Псковская область,443592,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Псковская область,97893,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Псковская область,357650,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Псковская область,8517,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Псковская область,465240,Октябрь
Внесение,ФЛ,Нерезидент,СЗФО,Санкт-Петербург,,Октябрь
Выдача,ФЛ,Нерезидент,СЗФО,Санкт-Петербург,,Октябрь
Внесение,ФЛ,Резидент,СЗФО,Санкт-Петербург,98563,Октябрь
Выдача,ФЛ,Резидент,СЗФО,Санкт-Петербург,906244,Октябрь
Внесение,ЮЛ,Резидент,СЗФО,Санкт-Петербург,74592,Октябрь
Выдача,ЮЛ,Резидент,СЗФО,Санкт-Петербург,375745,Октябрь
Внесение,ФЛ,Нерезидент,СКФО,Республика Дагестан,,Октябрь
Выдача,ФЛ,Нерезидент,СКФО,Республика Дагестан,,Октябрь
Внесение,ФЛ,Резидент,СКФО,Республика Дагестан,61395,Октябрь
Выдача,ФЛ,Резидент,СКФО,Республика Дагестан,405111,Октябрь
Внесение,ЮЛ,Резидент,СКФО,Республика Дагестан,297191,Октябрь
Выдача,ЮЛ,Резидент,СКФО,Республика Дагестан,79395,Октябрь
Внесение,ФЛ,Нерезидент,СКФО,Кабардино-Балкарская Республика,,Октябрь
Выдача,ФЛ,Нерезидент,СКФО,Кабардино-Балкарская Республика,,Октябрь
Внесение,ФЛ,Резидент,СКФО,Кабардино-Балкарская Республика,82590,Октябрь
Выдача,ФЛ,Резидент,СКФО,Кабардино-Балкарская Республика,87540,Октябрь
Внесение,ЮЛ,Резидент,СКФО,Кабардино-Балкарская Республика,720529,Октябрь
Выдача,ЮЛ,Резидент,СКФО,Кабардино-Балкарская Республика,269018,Октябрь
Внесение,ФЛ,Нерезидент,СКФО,Карачаево-Черкесская Республика,,Октябрь
Выдача,ФЛ,Нерезидент,СКФО,Карачаево-Черкесская Республика,,Октябрь
Внесение,ФЛ,Резидент,СКФО,Карачаево-Черкесская Республика,17217,Октябрь
Выдача,ФЛ,Резидент,СКФО,Карачаево-Черкесская Республика,262532,Октябрь
Внесение,ЮЛ,Резидент,СКФО,Карачаево-Черкесская Республика,336912,Октябрь
Выдача,ЮЛ,Резидент,СКФО,Карачаево-Черкесская Республика,375992,Октябрь
Внесение,ФЛ,Нерезидент,СКФО,Республика Северная Осетия,,Октябрь
Выдача,ФЛ,Нерезидент,СКФО,Республика Северная Осетия,,Октябрь
Внесение,ФЛ,Резидент,СКФО,Республика Северная Осетия,347980,Октябрь
Выдача,ФЛ,Резидент,СКФО,Республика Северная Осетия,5178376,Октябрь
Внесение,ЮЛ,Резидент,СКФО,Республика Северная Осетия,902756,Октябрь
Выдача,ЮЛ,Резидент,СКФО,Республика Северная Осетия,79573,Октябрь
Внесение,ФЛ,Нерезидент,СКФО,Ставропольский край,,Октябрь
Выдача,ФЛ,Нерезидент,СКФО,Ставропольский край,,Октябрь
Внесение,ФЛ,Резидент,СКФО,Ставропольский край,20935,Октябрь
Выдача,ФЛ,Резидент,СКФО,Ставропольский край,3020564,Октябрь
Внесение,ЮЛ,Резидент,СКФО,Ставропольский край,24209,Октябрь
Выдача,ЮЛ,Резидент,СКФО,Ставропольский край,273716,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Республика Алтай,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Республика Алтай,,Октябрь
Внесение,ФЛ,Резидент,СФО,Республика Алтай,54727,Октябрь
Выдача,ФЛ,Резидент,СФО,Республика Алтай,836974,Октябрь
Внесение,ЮЛ,Резидент,СФО,Республика Алтай,149760,Октябрь
Выдача,ЮЛ,Резидент,СФО,Республика Алтай,263017,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Алтайский край,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Алтайский край,,Октябрь
Внесение,ФЛ,Резидент,СФО,Алтайский край,47462,Октябрь
Выдача,ФЛ,Резидент,СФО,Алтайский край,282468,Октябрь
Внесение,ЮЛ,Резидент,СФО,Алтайский край,1988849,Октябрь
Выдача,ЮЛ,Резидент,СФО,Алтайский край,146088,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Республика Бурятия,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Республика Бурятия,,Октябрь
Внесение,ФЛ,Резидент,СФО,Республика Бурятия,65782,Октябрь
Выдача,ФЛ,Резидент,СФО,Республика Бурятия,631215,Октябрь
Внесение,ЮЛ,Резидент,СФО,Республика Бурятия,650772,Октябрь
Выдача,ЮЛ,Резидент,СФО,Республика Бурятия,335266,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Забайкальский край,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Забайкальский край,,Октябрь
Внесение,ФЛ,Резидент,СФО,Забайкальский край,53890,Октябрь
Выдача,ФЛ,Резидент,СФО,Забайкальский край,683086,Октябрь
Внесение,ЮЛ,Резидент,СФО,Забайкальский край,390847,Октябрь
Выдача,ЮЛ,Резидент,СФО,Забайкальский край,782157,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Иркутская область,47049,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Иркутская область,,Октябрь
Внесение,ФЛ,Резидент,СФО,Иркутская область,244771,Октябрь
Выдача,ФЛ,Резидент,СФО,Иркутская область,2109666,Октябрь
Внесение,ЮЛ,Резидент,СФО,Иркутская область,796395,Октябрь
Выдача,ЮЛ,Резидент,СФО,Иркутская область,136216,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Кемеровская область,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Кемеровская область,,Октябрь
Внесение,ФЛ,Резидент,СФО,Кемеровская область,78277,Октябрь
Выдача,ФЛ,Резидент,СФО,Кемеровская область,8580178,Октябрь
Внесение,ЮЛ,Резидент,СФО,Кемеровская область,3319,Октябрь
Выдача,ЮЛ,Резидент,СФО,Кемеровская область,1950670,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Красноярский край,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Красноярский край,,Октябрь
Внесение,ФЛ,Резидент,СФО,Красноярский край,25630,Октябрь
Выдача,ФЛ,Резидент,СФО,Красноярский край,914843,Октябрь
Внесение,ЮЛ,Резидент,СФО,Красноярский край,46305,Октябрь
Выдача,ЮЛ,Резидент,СФО,Красноярский край,192461,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Новосибирская область,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Новосибирская область,,Октябрь
Внесение,ФЛ,Резидент,СФО,Новосибирская область,71736,Октябрь
Выдача,ФЛ,Резидент,СФО,Новосибирская область,477424,Октябрь
Внесение,ЮЛ,Резидент,СФО,Новосибирская область,33803,Октябрь
Выдача,ЮЛ,Резидент,СФО,Новосибирская область,119448,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Омская область,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Омская область,,Октябрь
Внесение,ФЛ,Резидент,СФО,Омская область,95773,Октябрь
Выдача,ФЛ,Резидент,СФО,Омская область,807314,Октябрь
Внесение,ЮЛ,Резидент,СФО,Омская область,85697,Октябрь
Выдача,ЮЛ,Резидент,СФО,Омская область,84362,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Томская область,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Томская область,,Октябрь
Внесение,ФЛ,Резидент,СФО,Томская область,8118,Октябрь
Выдача,ФЛ,Резидент,СФО,Томская область,699214,Октябрь
Внесение,ЮЛ,Резидент,СФО,Томская область,69511,Октябрь
Выдача,ЮЛ,Резидент,СФО,Томская область,172326,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Республика Тыва,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Республика Тыва,,Октябрь
Внесение,ФЛ,Резидент,СФО,Республика Тыва,38410,Октябрь
Выдача,ФЛ,Резидент,СФО,Республика Тыва,816288,Октябрь
Внесение,ЮЛ,Резидент,СФО,Республика Тыва,56081,Октябрь
Выдача,ЮЛ,Резидент,СФО,Республика Тыва,380260,Октябрь
Внесение,ФЛ,Нерезидент,СФО,Республика Хакасия,,Октябрь
Выдача,ФЛ,Нерезидент,СФО,Республика Хакасия,,Октябрь
Внесение,ФЛ,Резидент,СФО,Республика Хакасия,33891,Октябрь
Выдача,ФЛ,Резидент,СФО,Республика Хакасия,914760,Октябрь
Внесение,ЮЛ,Резидент,СФО,Республика Хакасия,68186,Октябрь
Выдача,ЮЛ,Резидент,СФО,Республика Хакасия,330250,Октябрь
Внесение,ФЛ,Нерезидент,УФО,Курганская область,,Октябрь
Выдача,ФЛ,Нерезидент,УФО,Курганская область,,Октябрь
Внесение,ФЛ,Резидент,УФО,Курганская область,79198,Октябрь
Выдача,ФЛ,Резидент,УФО,Курганская область,704527,Октябрь
Внесение,ЮЛ,Резидент,УФО,Курганская область,80725,Октябрь
Выдача,ЮЛ,Резидент,УФО,Курганская область,116456,Октябрь
Внесение,ФЛ,Нерезидент,УФО,Свердловская область,,Октябрь
Выдача,ФЛ,Нерезидент,УФО,Свердловская область,,Октябрь
Внесение,ФЛ,Резидент,УФО,Свердловская область,71136,Октябрь
Выдача,ФЛ,Резидент,УФО,Свердловская область,73958,Октябрь
Внесение,ЮЛ,Резидент,УФО,Свердловская область,1113329,Октябрь
Выдача,ЮЛ,Резидент,УФО,Свердловская область,186511,Октябрь
Внесение,ФЛ,Нерезидент,УФО,Тюменская область,,Октябрь
Выдача,ФЛ,Нерезидент,УФО,Тюменская область,,Октябрь
Внесение,ФЛ,Резидент,УФО,Тюменская область,94968,Октябрь
Выдача,ФЛ,Резидент,УФО,Тюменская область,544771,Октябрь
Внесение,ЮЛ,Резидент,УФО,Тюменская область,976822,Октябрь
Выдача,ЮЛ,Резидент,УФО,Тюменская область,29934,Октябрь
Внесение,ФЛ,Нерезидент,УФО,Ханты-мансийский авт.округ,,Октябрь
Выдача,ФЛ,Нерезидент,УФО,Ханты-мансийский авт.округ,,Октябрь
Внесение,ФЛ,Резидент,УФО,Ханты-мансийский авт.округ,52346,Октябрь
Выдача,ФЛ,Резидент,УФО,Ханты-мансийский авт.округ,116793,Октябрь
Внесение,ЮЛ,Резидент,УФО,Ханты-мансийский авт.округ,390576,Октябрь
Выдача,ЮЛ,Резидент,УФО,Ханты-мансийский авт.округ,167326,Октябрь
Внесение,ФЛ,Нерезидент,УФО,Челябинская область,,Октябрь
Выдача,ФЛ,Нерезидент,УФО,Челябинская область,852656,Октябрь
Внесение,ФЛ,Резидент,УФО,Челябинская область,112634,Октябрь
Выдача,ФЛ,Резидент,УФО,Челябинская область,669010,Октябрь
Внесение,ЮЛ,Резидент,УФО,Челябинская область,402244,Октябрь
Выдача,ЮЛ,Резидент,УФО,Челябинская область,126409,Октябрь
Внесение,ФЛ,Нерезидент,УФО,Ямало-ненецкий авт.округ,,Октябрь
Выдача,ФЛ,Нерезидент,УФО,Ямало-ненецкий авт.округ,,Октябрь
Внесение,ФЛ,Резидент,УФО,Ямало-ненецкий авт.округ,23871,Октябрь
Выдача,ФЛ,Резидент,УФО,Ямало-ненецкий авт.округ,2793137,Октябрь
Внесение,ЮЛ,Резидент,УФО,Ямало-ненецкий авт.округ,13236,Октябрь
Выдача,ЮЛ,Резидент,УФО,Ямало-ненецкий авт.округ,1454336,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Белгородская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Белгородская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Белгородская область,84183,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Белгородская область,971954,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Белгородская область,181532,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Белгородская область,230078,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Брянская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Брянская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Брянская область,25934,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Брянская область,936476,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Брянская область,1919649,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Брянская область,217869,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Владимирская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Владимирская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Владимирская область,23624,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Владимирская область,336566,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Владимирская область,679197,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Владимирская область,243791,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Воронежская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Воронежская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Воронежская область,61400,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Воронежская область,218678,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Воронежская область,125218,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Воронежская область,323749,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Ивановская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Ивановская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Ивановская область,883361,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Ивановская область,8555592,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Ивановская область,484380,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Ивановская область,235270,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Калужская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Калужская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Калужская область,73774,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Калужская область,3834273,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Калужская область,27653,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Калужская область,773569,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Костромская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Костромская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Костромская область,46365,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Костромская область,214144,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Костромская область,23517,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Костромская область,319425,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Курская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Курская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Курская область,86119,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Курская область,130498,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Курская область,67655,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Курская область,411626,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Липецкая область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Липецкая область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Липецкая область,40036,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Липецкая область,805720,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Липецкая область,44066,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Липецкая область,329036,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Москва,2439394,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Москва,3638013,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Москва,109478,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Москва,4167821,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Москва,44267,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Москва,765551,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Московская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Московская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Московская область,48584,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Московская область,191703,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Московская область,7262,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Московская область,385565,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Орловская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Орловская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Орловская область,25124,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Орловская область,780478,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Орловская область,53798,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Орловская область,104499,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Рязанская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Рязанская область,311368,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Рязанская область,52505,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Рязанская область,670332,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Рязанская область,38273,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Рязанская область,292743,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Смоленская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Смоленская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Смоленская область,87500,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Смоленская область,754255,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Смоленская область,96137,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Смоленская область,449440,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Тамбовская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Тамбовская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Тамбовская область,79586,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Тамбовская область,574957,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Тамбовская область,267770,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Тамбовская область,59220,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Тверская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Тверская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Тверская область,39758,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Тверская область,952848,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Тверская область,39432,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Тверская область,259363,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Тульская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Тульская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Тульская область,32000,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Тульская область,217947,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Тульская область,309910,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Тульская область,13599,Октябрь
Внесение,ФЛ,Нерезидент,ЦФО,Ярославская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЦФО,Ярославская область,,Октябрь
Внесение,ФЛ,Резидент,ЦФО,Ярославская область,47890,Октябрь
Выдача,ФЛ,Резидент,ЦФО,Ярославская область,50525,Октябрь
Внесение,ЮЛ,Резидент,ЦФО,Ярославская область,107804,Октябрь
Выдача,ЮЛ,Резидент,ЦФО,Ярославская область,473652,Октябрь
Внесение,ФЛ,Нерезидент,ЮФО,Республика Адыгея,,Октябрь
Выдача,ФЛ,Нерезидент,ЮФО,Республика Адыгея,,Октябрь
Внесение,ФЛ,Резидент,ЮФО,Республика Адыгея,75043,Октябрь
Выдача,ФЛ,Резидент,ЮФО,Республика Адыгея,845859,Октябрь
Внесение,ЮЛ,Резидент,ЮФО,Республика Адыгея,39603,Октябрь
Выдача,ЮЛ,Резидент,ЮФО,Республика Адыгея,124654,Октябрь
Внесение,ФЛ,Нерезидент,ЮФО,Астраханская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЮФО,Астраханская область,,Октябрь
Внесение,ФЛ,Резидент,ЮФО,Астраханская область,5122,Октябрь
Выдача,ФЛ,Резидент,ЮФО,Астраханская область,648650,Октябрь
Внесение,ЮЛ,Резидент,ЮФО,Астраханская область,1277544,Октябрь
Выдача,ЮЛ,Резидент,ЮФО,Астраханская область,55481,Октябрь
Внесение,ФЛ,Нерезидент,ЮФО,Волгоградская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЮФО,Волгоградская область,,Октябрь
Внесение,ФЛ,Резидент,ЮФО,Волгоградская область,5776,Октябрь
Выдача,ФЛ,Резидент,ЮФО,Волгоградская область,746614,Октябрь
Внесение,ЮЛ,Резидент,ЮФО,Волгоградская область,291891,Октябрь
Выдача,ЮЛ,Резидент,ЮФО,Волгоградская область,11286,Октябрь
Внесение,ФЛ,Нерезидент,ЮФО,Республика Калмыкия,,Октябрь
Выдача,ФЛ,Нерезидент,ЮФО,Республика Калмыкия,,Октябрь
